file,node_id,M,greenery
Park_Ave_Tunnel_Segment/north_to_south/050_n00159_S.jpg,n00159,0.299393489241044,There is no visible vegetation in this view.
Park_Ave_Tunnel_Segment/north_to_south/051_n00158_S.jpg,n00158,0.7480989447525599,"There are trees with budding leaves on the left side of the image, and a small patch of greenery with bushes and a fence in the foreground."
Park_Ave_Tunnel_Segment/north_to_south/052_n00157_S.jpg,n00157,0.32471870054357016,There are ivy plants growing on the brick wall on the left side of the image.
Park_Ave_Tunnel_Segment/north_to_south/053_n00156_S.jpg,n00156,0.7337679820992644,"There is a tree visible on the left side of the image, near the sidewalk."
Park_Ave_Tunnel_Segment/north_to_south/054_n00155_S.jpg,n00155,0.47931366609439174,"There is a small patch of greenery on the sidewalk, likely a tree or a bush, located near the crosswalk."
Park_Ave_Tunnel_Segment/north_to_south/055_n00154_S.jpg,n00154,0.599346967431891,"There are trees visible in the background, along the left side of the image, near the buildings."
Park_Ave_Tunnel_Segment/north_to_south/056_n00153_S.jpg,n00153,0.7414287203954697,"There are trees visible on the right side of the image, near the buildings and along the sidewalk."
Park_Ave_Tunnel_Segment/north_to_south/057_n00152_S.jpg,n00152,0.5225825909825659,There is no visible vegetation in this view.
Park_Ave_Tunnel_Segment/south_to_north/001_n00152_N.jpg,n00152,0.5225825909825659,"There are trees visible in the background, lining the street and providing shade."
Park_Ave_Tunnel_Segment/south_to_north/002_n00153_N.jpg,n00153,0.7414287203954697,"There are trees visible on the left side of the image, near the buildings."
Park_Ave_Tunnel_Segment/south_to_north/003_n00154_N.jpg,n00154,0.599346967431891,"There is a tree visible in the center of the image, surrounded by a circular area with grass and a statue."
Park_Ave_Tunnel_Segment/south_to_north/004_n00155_N.jpg,n00155,0.47931366609439174,There is ivy growing on the brick walls of the buildings on the right side of the image.
Park_Ave_Tunnel_Segment/south_to_north/005_n00156_N.jpg,n00156,0.7337679820992644,"There are trees with bare branches on the left side of the image and some greenery on the right side, near the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/006_n00157_N.jpg,n00157,0.32471870054357016,"There are trees visible in the distance, lining the street, and some greenery on the right side of the image, near the buildings."
Park_Ave_Tunnel_Segment/south_to_north/007_n00158_N.jpg,n00158,0.7480989447525599,"There are trees with pink blossoms on the right side of the street, and bushes along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/008_n00159_N.jpg,n00159,0.299393489241044,"There are trees visible in the background, lining the street and providing greenery to the urban environment."
Park_Ave_Tunnel_Segment/south_to_north/009_n00160_N.jpg,n00160,0.7925364080892815,"There are trees with pink blossoms on the right side of the image, and green bushes along the sidewalk on the right."
Park_Ave_Tunnel_Segment/south_to_north/010_n00161_N.jpg,n00161,0.5011639407673573,"There are leafless trees lining the street, visible on both sides of the intersection."
Park_Ave_Tunnel_Segment/south_to_north/011_n00162_N.jpg,n00162,0.8161770463201803,There is a small garden with greenery and a tree located in the center of the roundabout.
Park_Ave_Tunnel_Segment/south_to_north/012_n00163_N.jpg,n00163,0.46801391653256963,"There are trees with green leaves lining both sides of the street, and a grassy area enclosed by a black fence on the right side of the image."
Park_Ave_Tunnel_Segment/south_to_north/013_n00164_N.jpg,n00164,0.7652075838661001,"There are trees with pink blossoms on the right side of the street, and bushes along the sidewalk on the left side of the street."
Park_Ave_Tunnel_Segment/south_to_north/014_n00165_N.jpg,n00165,0.4223630277552334,There are trees with green leaves lining the street and a grassy area with a fence on the right side of the image.
Park_Ave_Tunnel_Segment/south_to_north/015_n00166_N.jpg,n00166,0.7640476128673164,"There are trees with pink blossoms on the right side of the image, and bushes along the sidewalk on both sides of the street."
Park_Ave_Tunnel_Segment/south_to_north/016_n00167_N.jpg,n00167,0.45303878676604314,"There are trees with green leaves visible on the left side of the image, near the sidewalk and the road."
Park_Ave_Tunnel_Segment/south_to_north/017_n00168_N.jpg,n00168,0.7784435968827984,"There are trees with pink blossoms on the left side of the image, and a row of bushes along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/018_n00169_N.jpg,n00169,0.42334992724094067,"There are trees visible in the background, along the edges of the image, providing a natural contrast to the urban setting."
Park_Ave_Tunnel_Segment/south_to_north/019_n00170_N.jpg,n00170,0.7677439865993975,There are trees with green leaves on the left side of the image and trees with brown leaves on the right side of the image.
Park_Ave_Tunnel_Segment/south_to_north/020_n00171_N.jpg,n00171,0.7724194932836319,"There are trees with pink blossoms on the left side of the street, and some greenery along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/021_n00172_N.jpg,n00172,0.7309469120465107,"There are trees with bare branches on the left side of the image, and some trees with pink blossoms further down the street."
Park_Ave_Tunnel_Segment/south_to_north/022_n00173_N.jpg,n00173,0.8055331828732499,"There are trees with pink blossoms on the left side of the street, and a few leafless trees on the right side."
Park_Ave_Tunnel_Segment/south_to_north/023_n00174_N.jpg,n00174,0.8078269213294338,There is a tree with pink blossoms located in the center of a roundabout.
Park_Ave_Tunnel_Segment/south_to_north/024_n00175_N.jpg,n00175,0.4502498573625315,"There are trees visible in the background, lining the street and providing shade."
Park_Ave_Tunnel_Segment/south_to_north/025_n00176_N.jpg,n00176,0.8343554980020111,"There are trees with green leaves and pink blossoms lining the street, located on both sides of the road."
Park_Ave_Tunnel_Segment/south_to_north/026_n00177_N.jpg,n00177,0.3758395172718868,"There are some plants visible on the left side of the image, near the base of the buildings."
Park_Ave_Tunnel_Segment/south_to_north/027_n00178_N.jpg,n00178,0.8138846758338932,"There are trees with pink blossoms lining the street, located on the right side of the image."
Park_Ave_Tunnel_Segment/south_to_north/028_n00179_N.jpg,n00179,0.559703513592855,"There are trees visible in the background, along the sidewalk and near the buildings."
Park_Ave_Tunnel_Segment/south_to_north/029_n00180_N.jpg,n00180,0.8520960267926954,"There are trees with pink blossoms on the right side of the image, near the statue, and a tree with no leaves on the left side of the image, near the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/030_n00181_N.jpg,n00181,0.7693947052525798,There are trees visible on the sidewalks and in planters along the street.
Park_Ave_Tunnel_Segment/south_to_north/031_n00182_N.jpg,n00182,0.7806137475349061,"There are trees visible in the background, located between the buildings and the street."
Park_Ave_Tunnel_Segment/south_to_north/032_n00183_N.jpg,n00183,0.6080420233539248,"There are bushes visible on the left side of the image, along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/033_n00184_N.jpg,n00184,0.825836273553671,There are trees with green leaves on the sidewalks and a small tree in the median of the street.
Park_Ave_Tunnel_Segment/south_to_north/034_n00185_N.jpg,n00185,0.5385763424528273,"There is a tree with green leaves visible on the left side of the image, near the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/035_n00186_N.jpg,n00186,0.8193394414899343,"There are trees with blooming white flowers on the left side of the street, and bushes and trees along the sidewalk on the right side of the street."
Park_Ave_Tunnel_Segment/south_to_north/036_n00187_N.jpg,n00187,0.5448994455501989,"There are trees visible in the background, along the side of the buildings, providing greenery to the urban environment."
Park_Ave_Tunnel_Segment/south_to_north/037_n00188_N.jpg,n00188,0.7987744956173005,"There are trees visible on the right side of the image, near the sidewalk and the road."
Park_Ave_Tunnel_Segment/south_to_north/038_n00189_N.jpg,n00189,0.5279319358146131,"There is a tree visible on the left side of the image, near the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/039_n00190_N.jpg,n00190,0.7493089777342901,"There are trees visible on the sidewalk, specifically on the left side of the image near the buildings."
Park_Ave_Tunnel_Segment/south_to_north/040_n00191_N.jpg,n00191,0.13970486639012725,There is no vegetation visible in this view.
Park_Ave_Tunnel_Segment/south_to_north/041_n00192_N.jpg,n00192,0.7834829687223757,"There are trees visible on the left side of the image, near the sidewalk and the buildings."
Park_Ave_Tunnel_Segment/south_to_north/042_n00193_N.jpg,n00193,0.06385801036194858,There is no vegetation visible in this view.
Park_Ave_Tunnel_Segment/south_to_north/043_n00194_N.jpg,n00194,0.7510647541014948,"There are trees visible on the left side of the image, along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/044_n00195_N.jpg,n00195,0.176336061304867,"There is a tree visible in the distance, located between the buildings and slightly to the left of the center of the image."
Park_Ave_Tunnel_Segment/south_to_north/045_n00196_N.jpg,n00196,0.6360211384046088,"There are potted plants visible on the sidewalk, located near the buildings and street corners."
Park_Ave_Tunnel_Segment/south_to_north/046_n00197_N.jpg,n00197,0.5064710005204645,"There are trees visible on the left side of the image, near the buildings and along the street."
Park_Ave_Tunnel_Segment/south_to_north/047_n00198_N.jpg,n00198,0.6020546853490153,"There are trees visible in the distance, lining the street and providing a green backdrop to the urban landscape."
Park_Ave_Tunnel_Segment/south_to_north/048_n00199_N.jpg,n00199,0.6077314689380854,"There are trees visible in the background, along the right side of the image, near the buildings."
Park_Ave_Tunnel_Segment/south_to_north/049_n00200_N.jpg,n00200,0.5370996946675287,"There are trees visible on the right side of the image, near the buildings and along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/050_n00201_N.jpg,n00201,0.4067110968671162,"There are trees visible on the right side of the image, near the buildings and the road."
Park_Ave_Tunnel_Segment/south_to_north/051_n00202_N.jpg,n00202,0.29522037209796814,"There are trees visible on the right side of the image, along the sidewalk and near the buildings."
Park_Ave_Tunnel_Segment/south_to_north/052_n00203_N.jpg,n00203,0.21642787293331864,"There are trees visible on the right side of the image, near the buildings and the road."
Park_Ave_Tunnel_Segment/south_to_north/053_n00204_N.jpg,n00204,0.19895834887500455,"There are trees visible on the right side of the image, near the buildings and along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/054_n00205_N.jpg,n00205,0.1402969218896011,"There are trees visible on the right side of the image, near the buildings."
Park_Ave_Tunnel_Segment/south_to_north/055_n00206_N.jpg,n00206,0.16423273174060965,"There are trees visible on the right side of the image, near the buildings and along the sidewalk."
Park_Ave_Tunnel_Segment/south_to_north/056_n00207_N.jpg,n00207,0.041354667589635324,There is no visible vegetation in this view.
Park_Ave_Tunnel_Segment/south_to_north/057_n00208_N.jpg,n00208,0.045442536422409405,"There are a few small patches of greenery, including some grass and plants, visible on the sides of the road and near the tunnel entrance."
