file,field,typology,desc,A_p1,A_p2,A_p3,A_p4,A_p5,A_p6,A_p7,B_p1,B_p2,B_p3,B_p4,B_p5,B_p6,B_p7,C_ge2,C_ge3,C_ge4,C_ge5,C_ge6,C_ge7,C_score,C_coherent
Tunnel_Exit_Street/south_to_north/017_n00262_N_R.jpg,resting_affordance,other,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage of the buildings is mostly occupied by windows and doors, with no external seating or resting areas.",0.4729846,0.22342211,0.12730208,0.06401151,0.052244667,0.041979767,0.018055273,0.9900455,0.0037420213,0.0012731587,0.00034266597,0.0006502658,0.0005920737,0.0033543261,0.17781086266040802,0.21733751893043518,0.10669060051441193,0.02595735713839531,0.08269733935594559,0.030675798654556274,1.6411694772541523,False
Tunnel_Exit_Street/south_to_north/017_n00262_N_R.jpg,vertical_greenery,other,"There is no visible vegetation in the image. The street view shows a busy urban intersection with buildings and vehicles, but no trees, hedges, or planters are present.",0.727307,0.14099489,0.070896685,0.019687299,0.022659944,0.010374477,0.008079652,0.9952956,0.0019823634,0.00057690067,0.00016272228,0.00037834072,0.00030400525,0.0013000657,0.027169233188033104,0.14223188161849976,0.16885696351528168,0.41111084818840027,0.055005282163619995,0.08509904146194458,1.8894732501357794,False
Park_Ave_Tunnel_Segment/east_to_west/037_n00188_W_L.jpg,resting_affordance,avenue_canyon,"There are several benches along the sidewalk, providing seating options for pedestrians. They are located at various points along the street, with some closer to the buildings and others further away. The benches cover a significant portion of the frontage, offering a comfortable place for people to sit and relax.",0.064762466,0.11366166,0.28574538,0.22604322,0.17604262,0.12099221,0.012752485,0.0012535234,0.004110145,0.02087304,0.076350406,0.11825382,0.7711118,0.008047274,0.13477592170238495,0.5428633093833923,0.29098084568977356,0.18713268637657166,0.33111974596977234,0.11757213622331619,2.604444645345211,False
Park_Ave_Tunnel_Segment/east_to_west/037_n00188_W_L.jpg,vertical_greenery,avenue_canyon,"The street view shows a tree canopy that covers a significant portion of the frontage, providing shade and greenery. There are also several planters along the sidewalk, adding to the greenery. The tree canopy covers approximately 50% of the frontage, while the planters are distributed along the sidewalk, covering about 10% of the frontage.",0.00049901055,0.0022364103,0.019932907,0.12997888,0.44663736,0.38804525,0.012670127,0.00039380617,0.0019843492,0.025334472,0.31843427,0.52500933,0.1266644,0.0021793812,0.20434190332889557,0.907312273979187,0.9399133324623108,0.8856314420700073,0.8056321740150452,0.9449946880340576,5.6878258138895035,False
east_42nd_street/west_to_east/046_n00686_E_R.jpg,resting_affordance,mid_block,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in the image. The frontage appears to be mostly open space with no seating or resting areas.",0.4981262,0.24276732,0.12017854,0.052502114,0.037815858,0.03234562,0.016264398,0.98802805,0.0047950596,0.0016314369,0.00036402277,0.0006388798,0.00062897487,0.003913613,0.3106943964958191,0.18713268637657166,0.1276526302099228,0.03358950465917587,0.11436852067708969,0.05108273774385452,1.8245204761624336,False
east_42nd_street/west_to_east/046_n00686_E_R.jpg,vertical_greenery,mid_block,"The image shows a street view with a significant amount of tree canopy visible. The trees are located along the sidewalk and cover a substantial portion of the frontage, providing shade and greenery to the urban environment. The tree canopy appears to be dense, offering a natural element to the cityscape.",0.363018,0.3463942,0.20684142,0.04990282,0.023206964,0.0070777247,0.0035589035,0.0004349463,0.0021076894,0.029553944,0.140994,0.55764204,0.25530714,0.013960296,0.7057850360870361,0.20689405500888824,0.055005282163619995,0.2393493503332138,0.05665242671966553,0.05749327689409256,2.3211794272065163,False
east_40th_street/east_to_west/044_n00551_W_L.jpg,resting_affordance,mid_block,"There are no benches, stoops, steps, ledges, low walls, or planter rims visible in the image. The frontage is occupied by a USPS delivery truck and some pedestrians.",0.20258194,0.19030811,0.26837748,0.1602555,0.09420935,0.07111295,0.013154573,0.9796668,0.00990919,0.003022132,0.0006743288,0.0010775743,0.001183484,0.0044664214,0.45713675022125244,0.581303060054779,0.2628418505191803,0.0627892017364502,0.14223188161849976,0.042087726294994354,2.548390470445156,False
east_40th_street/east_to_west/044_n00551_W_L.jpg,vertical_greenery,mid_block,"There is no visible vegetation in the image. The street view shows a city street with buildings and vehicles, but no trees, hedges, or planters are present.",0.67167306,0.16204868,0.09090106,0.02563982,0.027293447,0.013301764,0.00914216,0.99375975,0.0025020756,0.0008123049,0.00021523937,0.00050832744,0.00042805463,0.001774237,0.019419347867369652,0.10521053522825241,0.04742587357759476,0.33111974596977234,0.034618839621543884,0.021287351846694946,1.559081694111228,False
Tunnel_Exit_Street/north_to_south/014_n00253_S_R.jpg,resting_affordance,other,"There are no benches, stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage is covered by a brick wall and a fence.",0.3420624,0.22433001,0.21405719,0.09800252,0.061328415,0.04851477,0.011704732,0.97479504,0.01285975,0.003983765,0.0008350424,0.0012149797,0.0011961431,0.0051152552,0.6825737357139587,0.622459352016449,0.7310585379600525,0.04958902671933174,0.1710611879825592,0.030675798654556274,3.2874176390469074,False
Tunnel_Exit_Street/north_to_south/014_n00253_S_R.jpg,vertical_greenery,other,"There is no visible vegetation in the image. The street view shows a cityscape with buildings and a sidewalk, but no trees, green walls, hedges, or planters are present.",0.84549105,0.083714955,0.037148286,0.008419434,0.011689227,0.006557062,0.006979956,0.99498785,0.0021765272,0.00070661487,0.0001872343,0.00037235988,0.00028999415,0.0012795143,0.05033063143491745,0.05834583565592766,0.03358950465917587,0.2782568037509918,0.027169233188033104,0.013636834919452667,1.4613288436084986,False
east_40th_street/east_to_west/027_n00568_W_R.jpg,resting_affordance,mid_block,"There are no benches, stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage is covered by a green fence and scaffolding.",0.5360603,0.24542628,0.114133805,0.034808848,0.027969694,0.027969694,0.013631341,0.98491037,0.006846932,0.0020558217,0.00048830046,0.0008050713,0.0008050713,0.00408849,0.2422056347131729,0.2658804953098297,0.08151975274085999,0.01912403665482998,0.03258974477648735,0.014728613197803497,1.6560482773929834,False
east_40th_street/east_to_west/027_n00568_W_R.jpg,vertical_greenery,mid_block,"The image shows a street view of a Manhattan street with a focus on the frontage of a building. There is no visible tree canopy, green walls, hedges, or planters in the image. The frontage is covered by a green fence and scaffolding, with no vegetation present.",0.63857585,0.13810173,0.08778279,0.033843283,0.043455634,0.043455634,0.0147850355,0.9940964,0.0022436057,0.0007999822,0.00023280809,0.0004776912,0.0004022563,0.0017473218,0.10818894952535629,0.04672496020793915,0.20946969091892242,0.3380771279335022,0.2568320035934448,0.20434190332889557,2.1636346355080605,False
Tunnel_Exit_Street/north_to_south/004_n00263_S_R.jpg,resting_affordance,other,"There are no benches, stoops, steps, ledges, low walls, or planter rims visible in this image. The frontage is mostly occupied by the buildings and the street.",0.46547806,0.27794963,0.13976185,0.049061023,0.031676177,0.026260477,0.009812823,0.98255616,0.008368985,0.0028032584,0.00060624717,0.0009687803,0.00092441664,0.0037721968,0.4073334336280823,0.5428633093833923,0.1755380630493164,0.02595735713839531,0.06754669547080994,0.02517884224653244,2.2444177009165287,False
Tunnel_Exit_Street/north_to_south/004_n00263_S_R.jpg,vertical_greenery,other,"There is no visible vegetation in the image. The street view shows a cityscape with tall buildings and a few pedestrians, but no trees, green walls, hedges, or planters are present.",0.7644927,0.124800004,0.060822666,0.01586654,0.019138701,0.008762336,0.006117096,0.9952362,0.002110089,0.00063356356,0.00017870481,0.0003666785,0.0002724923,0.0012022925,0.023330768570303917,0.13117322325706482,0.22270014882087708,0.41111084818840027,0.06187598407268524,0.27202457189559937,2.1222155448049307,False
tudor_city_place/north_to_south/005_n00765_S_L.jpg,resting_affordance,other,"There are no benches, stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage of the buildings includes a small ledge on the side of the building on the left, but it is not a suitable place to sit or lean on.",0.21270762,0.1936725,0.25657436,0.14392518,0.108640425,0.06589375,0.018586185,0.8983594,0.077280775,0.016454028,0.0020918946,0.002059463,0.0010684353,0.002686046,0.18476751446723938,0.41111084818840027,0.38861799240112305,0.0792103260755539,0.19930800795555115,0.04084571823477745,2.303860407322645,False
tudor_city_place/north_to_south/005_n00765_S_L.jpg,vertical_greenery,other,"The image shows a street view in Manhattan, New York City. There is a tree canopy visible in the background, providing some greenery. The tree canopy covers approximately 10-15% of the frontage along the street.",0.12056221,0.33288297,0.4078567,0.103122324,0.028192077,0.0058177635,0.0015658299,0.033301767,0.06319565,0.6688839,0.1946563,0.033826195,0.004649969,0.0014862193,0.7217432260513306,0.09534946084022522,0.027585284784436226,0.2658804953098297,0.034618839621543884,0.018833130598068237,2.164010437205434,False
Park_Ave_Tunnel_Segment/west_to_east/055_n00207_E_L.jpg,resting_affordance,avenue_canyon,"There are no benches, stoops, steps, ledges, low walls, or planter rims visible in this image. The frontage is primarily occupied by the tunnel entrance and the road.",0.55654705,0.25881845,0.07771138,0.026856335,0.028145196,0.02858842,0.02333319,0.9810423,0.009177369,0.002431761,0.00057759386,0.0009522912,0.0009825203,0.004836134,0.39981165528297424,0.6757646203041077,0.04958902671933174,0.017442483454942703,0.024423090741038322,0.02517884224653244,2.192209718748927,False
Park_Ave_Tunnel_Segment/west_to_east/055_n00207_E_L.jpg,vertical_greenery,avenue_canyon,"There is no visible vegetation in the image. The street view shows a tunnel entrance with no trees, hedges, or planters in the immediate vicinity.",0.8923421,0.06072464,0.020024862,0.004756321,0.0074827443,0.004756321,0.009913025,0.99436283,0.0024647792,0.0006633863,0.0001930564,0.000396126,0.0003284,0.001591381,0.02843603491783142,0.06465348601341248,0.03676946461200714,0.6150878667831421,0.020964238792657852,0.02843603491783142,1.7943471260368824,False
Park_Ave_West/south_to_north/018_n00226_N_L.jpg,resting_affordance,avenue_canyon,"There are no benches, stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage is primarily occupied by the buildings and the street.",0.25846705,0.19817357,0.25846705,0.13201205,0.08391196,0.055897422,0.013070963,0.9759999,0.011723408,0.0039268495,0.0008360745,0.0012748615,0.0012748615,0.004964003,0.2422056347131729,0.5117166042327881,0.17781086266040802,0.05108273774385452,0.13117322325706482,0.030214589089155197,2.1442036516964436,False
Park_Ave_West/south_to_north/018_n00226_N_L.jpg,vertical_greenery,avenue_canyon,"The image shows a street view with a tree canopy covering a significant portion of the frontage. The tree is located near the intersection, providing shade and greenery to the urban environment. The tree canopy covers approximately 20% of the frontage, creating a pleasant and welcoming atmosphere for pedestrians and drivers.",0.0021708824,0.016810583,0.11668859,0.4335507,0.32218748,0.10459898,0.0039928635,0.0015521016,0.028384974,0.15344773,0.48009545,0.27785793,0.055575084,0.0030867227,0.531209409236908,0.7341195344924927,0.5506073832511902,0.5234203934669495,0.12252321094274521,0.42250463366508484,3.8843845650553703,False
1st_avenue/south_to_north/023_n00022_N_L.jpg,resting_affordance,avenue_secondary,"There are no benches, stoops, steps, ledges, low walls, or planter rims visible in the image. The frontage of the buildings is mostly occupied by large glass windows and doors, with no external seating or resting areas visible.",0.4872684,0.20312369,0.12711155,0.06803791,0.05298798,0.042577036,0.018893445,0.99030304,0.0036849652,0.0011595256,0.00035920428,0.00067108194,0.0006206493,0.0032015527,0.18476751446723938,0.10669060051441193,0.04742587357759476,0.019419347867369652,0.05184547230601311,0.05108273774385452,1.4612315464764833,False
1st_avenue/south_to_north/023_n00022_N_L.jpg,vertical_greenery,avenue_secondary,"The image shows a street view of a Manhattan street with modern buildings. There is no visible tree canopy, green walls, hedges, or planters in the frontage of the buildings. The street appears to be a typical urban environment with no significant vegetation features.",0.6951374,0.13061245,0.08700665,0.029143577,0.03251201,0.015357585,0.010230358,0.9948164,0.002504736,0.0007289197,0.00019618607,0.0003608414,0.0002639972,0.0011289729,0.04023794084787369,0.1037486270070076,0.16026602685451508,0.581303060054779,0.03358950465917587,0.2018132209777832,2.1209583804011345,False
Park_Ave_East/south_to_north/037_n00150_N_R.jpg,resting_affordance,avenue_canyon,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage is mostly occupied by the road and the buildings' facades.",0.47783694,0.23287912,0.1347801,0.0561847,0.043756694,0.037427083,0.017135367,0.98232037,0.008237259,0.002360014,0.0005693799,0.00093874877,0.00095353177,0.0046206834,0.6334102749824524,0.8244618773460388,0.685949444770813,0.06008664518594742,0.06371499598026276,0.03258974477648735,3.3002129830420017,False
Park_Ave_East/south_to_north/037_n00150_N_R.jpg,vertical_greenery,avenue_canyon,There is no visible vegetation in the image. The street view shows a section of a building with a stone facade and a modern glass building in the background. The frontage of the street is not covered by any vegetation.,0.6620575,0.14096019,0.09244394,0.032961905,0.03914323,0.02030724,0.012126007,0.9947573,0.0019505742,0.00061377534,0.00018143165,0.00040252373,0.00031842248,0.001776018,0.020964238792657852,0.3923368453979492,0.12421300262212753,0.5195213556289673,0.02931223064661026,0.07369627058506012,2.1600439436733723,False
Park_Ave_Tunnel_Segment/west_to_east/046_n00197_E_L.jpg,resting_affordance,avenue_canyon,"There are no benches, stoops, steps, ledges, low walls, or planter rims visible in this image. The frontage of the buildings is primarily occupied by the parking garage entrance and the street.",0.27123925,0.19844286,0.21794686,0.13638766,0.09085377,0.0675168,0.017612807,0.9810699,0.010079652,0.0029795398,0.0006343805,0.0009087082,0.0007894994,0.0035382907,0.31742629408836365,0.4073334336280823,0.2689414322376251,0.031143832951784134,0.08632348477840424,0.017176710069179535,2.128345187753439,False
Park_Ave_Tunnel_Segment/west_to_east/046_n00197_E_L.jpg,vertical_greenery,avenue_canyon,"There is a tree canopy on the left side of the image, covering approximately 10% of the frontage. The tree appears to be a medium-sized tree, providing some shade to the area.",0.39905867,0.32065266,0.2006593,0.046194397,0.022867884,0.006654934,0.003912234,0.23754415,0.17930773,0.52701473,0.04463322,0.008386334,0.001961047,0.00115284,0.5467381477355957,0.09807932376861572,0.020964238792657852,0.35220178961753845,0.037326883524656296,0.018546564504504204,2.0738569479435682,False
3rd_avenue/south_to_north/005_n00084_N_L.jpg,resting_affordance,avenue_secondary,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage of the buildings is mostly occupied by windows and balconies.",0.19418788,0.16871333,0.2306038,0.1660977,0.13139407,0.08617035,0.022832869,0.9822045,0.0069356486,0.0025916626,0.0006867222,0.001282966,0.0012242148,0.005074229,0.19930800795555115,0.35220178961753845,0.4148988127708435,0.10970577597618103,0.27202457189559937,0.06371499598026276,2.4118539541959763,False
3rd_avenue/south_to_north/005_n00084_N_L.jpg,vertical_greenery,avenue_secondary,"There is a small tree canopy visible in the background, covering approximately 10% of the frontage. The tree is located near the intersection and provides some greenery to the urban environment.",0.12879525,0.23689073,0.44257012,0.13288364,0.045211386,0.010572158,0.0030766735,0.16253236,0.13265504,0.65295094,0.043744985,0.0064013065,0.0009971311,0.00071820663,0.7905303239822388,0.1540575623512268,0.037326883524656296,0.30404165387153625,0.0427221953868866,0.023330768570303917,2.3520093876868486,False
Park_Ave_West/north_to_south/001_n00245_S_R.jpg,resting_affordance,avenue_canyon,"There are no benches, stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage appears to be a wide, open area with no seating or resting areas.",0.38044766,0.24182723,0.1769246,0.074914575,0.05654849,0.050689742,0.018647714,0.9853465,0.0050115404,0.0018726758,0.0004962097,0.00091266935,0.00094164064,0.0054187677,0.4687906503677368,0.6150878667831421,0.2658804953098297,0.0378924235701561,0.08509904146194458,0.06560482829809189,2.538355305790901,False
Park_Ave_West/north_to_south/001_n00245_S_R.jpg,vertical_greenery,avenue_canyon,There is no visible vegetation in the image. The frontage is entirely covered by buildings and urban infrastructure.,0.78935146,0.103540376,0.055421166,0.012959598,0.019153044,0.009481444,0.010092944,0.99160814,0.002616475,0.0009476245,0.00029818324,0.0008105461,0.0006118323,0.003107141,0.03622005879878998,0.1540575623512268,0.043365802615880966,0.3345894515514374,0.030214589089155197,0.025565212592482567,1.624012676998973,False
1st_avenue/north_to_south/006_n00040_S_L.jpg,resting_affordance,avenue_secondary,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage is primarily occupied by the road and the surrounding buildings.",0.5476063,0.2546606,0.08139441,0.03785192,0.029022072,0.03393024,0.015534395,0.9870072,0.0053437483,0.0016044843,0.00041206562,0.00070094725,0.00076984003,0.0041617155,0.5467381477355957,0.3923368453979492,0.27202457189559937,0.024053553119301796,0.05665242671966553,0.023689471185207367,2.315495016053319,False
1st_avenue/north_to_south/006_n00040_S_L.jpg,vertical_greenery,avenue_secondary,"The image shows a street view with a significant amount of tree canopy visible. The trees are located along the side of the road, providing a green buffer between the street and the buildings. The tree canopy covers approximately 20% of the frontage along the street. There are no green walls, hedges, or planters visible in this particular view.",0.2583041,0.4192689,0.2583041,0.045593377,0.014124169,0.0028694991,0.0015359322,0.0022373123,0.057701044,0.43989027,0.36468184,0.12215311,0.011362011,0.0019744213,0.8976953029632568,0.2845759987831116,0.03358950465917587,0.19930800795555115,0.03514484688639641,0.020964238792657852,2.4712779000401497,False
east_42nd_street/west_to_east/007_n00647_E_R.jpg,resting_affordance,mid_block,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage is occupied by vehicles and buildings, with no seating or resting areas evident.",0.4487606,0.25173187,0.122684315,0.06073314,0.05034954,0.043744437,0.021996085,0.98979294,0.003150294,0.0010552164,0.00030708546,0.0006603375,0.0006603375,0.00437375,0.1540575623512268,0.18713268637657166,0.06656918674707413,0.020964238792657852,0.04535257816314697,0.021287351846694946,1.4953636042773724,False
east_42nd_street/west_to_east/007_n00647_E_R.jpg,vertical_greenery,mid_block,"There is no visible vegetation in the image. The street view shows a busy urban environment with tall buildings and vehicles, but no trees, green walls, hedges, or planters are present.",0.73341215,0.1444174,0.06716033,0.016980791,0.020805301,0.008948248,0.008275777,0.99546033,0.0017772733,0.000517216,0.00016022603,0.0003667611,0.00029013187,0.0014280791,0.05184547230601311,0.11757213622331619,0.04672496020793915,0.39606815576553345,0.031618766486644745,0.03358950465917587,1.6774189956486225,False
lexington_avenue/north_to_south/021_n00702_S_L.jpg,resting_affordance,avenue_canyon,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in the image. The frontage of the street view is occupied by a sanitation truck and some buildings, with no additional seating or resting areas visible.",0.37290573,0.22267215,0.18750876,0.080646515,0.06898062,0.045238595,0.02204753,0.9912359,0.0033062927,0.0010733963,0.00029807133,0.0006116027,0.00060212065,0.0028725571,0.29098084568977356,0.18952108919620514,0.13117322325706482,0.028870906680822372,0.04742587357759476,0.018833130598068237,1.7068050689995289,False
lexington_avenue/north_to_south/021_n00702_S_L.jpg,vertical_greenery,avenue_canyon,"There is no visible vegetation in the image. The street view shows a city street with buildings and a sanitation truck, but no trees, green walls, hedges, or planters are present.",0.8801584,0.0668183,0.026997032,0.005930461,0.0087646535,0.003950539,0.0073805787,0.99631613,0.0014293068,0.00041595197,0.00013716641,0.0002903813,0.00022614916,0.001184937,0.0378924235701561,0.05184547230601311,0.013636834919452667,0.16238002479076385,0.026355354115366936,0.00985985528677702,1.3019699649885297,False
east_39th_street/west_to_east/027_n00528_E_R.jpg,resting_affordance,mid_block,"There are no benches, stoops, steps, ledges, low walls, or planter rims visible in this image. The frontage of the buildings is mostly occupied by the facades of the buildings and vehicles on the street.",0.33415902,0.25223646,0.19953544,0.10351763,0.05991141,0.038082007,0.012558115,0.9774901,0.010524841,0.0034169154,0.0008243692,0.0013173383,0.0012969148,0.0051293974,0.230919748544693,0.37022536993026733,0.14804719388484955,0.06008664518594742,0.18242551386356354,0.04603390023112297,2.037738371640444,False
east_39th_street/west_to_east/027_n00528_E_R.jpg,vertical_greenery,mid_block,"The image shows a street view of a Manhattan street with a focus on the buildings and vehicles. There is no visible tree canopy, green walls, hedges, or planters in the foreground. The street appears to be lined with buildings and vehicles, with no vegetation visible in the immediate area.",0.30350542,0.29416755,0.26784262,0.07917412,0.037988164,0.01292482,0.0043974486,0.9878557,0.006155904,0.0021949552,0.00040602585,0.0007467959,0.0005132648,0.0021274236,0.47268345952033997,0.3073580265045166,0.16667540371418,0.4765796661376953,0.06754669547080994,0.3486451506614685,2.8394884020090103,False
3rd_avenue/north_to_south/026_n00088_S_R.jpg,resting_affordance,avenue_secondary,"There are no stoops, steps, ledges, low walls, planter rims, or benches visible in this image. The frontage is primarily occupied by the road and the sidewalk, with no additional seating or resting areas.",0.41057095,0.22322354,0.14412396,0.086060345,0.06496176,0.05302024,0.018039228,0.9862796,0.00577371,0.0019039676,0.00044522074,0.0007692725,0.00073404494,0.0040941737,0.23370634019374847,0.2689414322376251,0.230919748544693,0.043365802615880966,0.15203224122524261,0.03514484688639641,1.9641104117035866,False
3rd_avenue/north_to_south/026_n00088_S_R.jpg,vertical_greenery,avenue_secondary,"The image shows a street view in Manhattan, New York City. There is a tree canopy visible in the background, covering approximately 10% of the frontage. The tree appears to be in a construction area, surrounded by scaffolding and construction barriers.",0.39303583,0.34685287,0.17170464,0.04341373,0.028919779,0.010806532,0.0052666827,0.24516809,0.13752683,0.54392916,0.057329707,0.012993432,0.0017861616,0.0012665783,0.7520125508308411,0.08269733935594559,0.048136770725250244,0.34510529041290283,0.03622005879878998,0.030675798654556274,2.294847808778286,False
1st_avenue/south_to_north/012_n00011_N_R.jpg,resting_affordance,avenue_secondary,"There are several elements that a person could sit or lean on in this Manhattan street view:

1. **Stoops**: There are a few stoops along the buildings, particularly in front of the buildings on the right side of the image. These stoops are relatively narrow and cover a small portion of the frontage, typically a few feet wide.

2. **Steps**: Steps are present at the entrances of the buildings, allowing people to access",0.08301953,0.13687608,0.27649727,0.24785054,0.14799833,0.098588146,0.009170125,0.0150488475,0.06536922,0.2211412,0.49062318,0.122125775,0.082634434,0.0030573588,0.5660185217857361,0.7718434929847717,0.8289388418197632,0.4073334336280823,0.5234203934669495,0.2393493503332138,4.3369040340185165,False
